date,start_time,end_time,description,longitude,latitude,type
2025-04-01,20:34:33,21:04:33,<사고> 경부고속도로 대림육교 율암1교 종점방향  고장,128.7006,35.8819,사고
2025-04-01,20:29:00,20:59:00,<사고> 난초로 풍경이있는교회 성화중학교 1차로 주의운전 화재,128.616085,35.856719,사고
2025-04-01,19:57:59,20:27:59,<사고> 경부고속도로 북대구IC 조야교 종점방향 4차로 장애물,128.5799,35.9089,사고
2025-04-01,19:21:54,19:51:54,<사고> 중부내륙고속도로지선 성하리497 현풍IC 기점방향 2차로 장애물,128.4356,35.6956,사고
2025-04-01,18:03:28,18:33:28,<사고> 경부고속도로 율암1교 대림육교 기점방향  고장,128.7143,35.8767,사고
2025-04-01,17:47:36,18:17:36,<사고> 경부고속도로 조야교 북대구IC 기점방향  고장,128.5799,35.9089,사고
2025-04-01,17:20:11,17:50:11,<사고> 경부고속도로 율암1교 대림육교 기점방향 1차로 고장,128.7143,35.8767,사고
2025-04-01,17:17:18,17:47:18,<사고> 중부내륙고속도로지선 남대구TG 유천IC북측 기점방향  고장,128.5196,35.8283,사고
2025-04-01,10:57:39,11:27:39,<사고> 중앙고속도로 금호터널 금호터널 종점방향 1차로 사고,128.5335,35.9315,사고
2025-04-01,10:31:56,11:01:56,<사고> 중부내륙고속도로지선 유천IC북측 남대구TG 종점방향  고장,128.5167,35.8256,사고
2025-04-01,09:56:00,10:26:00,"<사고> 국채보상로 청구네거리 동신교앞교차로 4차로  동신교방향 청구네거리 10m 지난 지점 가장자리차로 5톤화물차, 승용차 추돌사고. 교통사고",128.617852,35.867924,사고
2025-04-01,09:03:00,09:33:00,<사고> 대구외곽순환고속도로 동화천교(서측) 서변IC 1차로  달서방향 연경영업소(27K)(1차로)승용차관련사고처리중[2025-04-01 08:52- ] 교통사고,128.602758,35.933087,사고
2025-04-01,08:29:00,09:09:00,<사고> 신천대로 침산교지하차도 침산지하차도북측 주의운전 사고 - 	<긴급><사고최초>신천대로 상동교방향 침산교지하차도 못 간 무인단속카메라 지난 지점 1차로 승용차 2대 사고. (상동교방향 사고 2건 발생) 교통사고,128.588181,35.903399,사고
2025-04-01,07:40:00,08:10:00,"<사고> 세천로 서재리산3912 세천초등학교 3차로  세천교방향 세천육교 가장자리차로 승용차 다중 추돌사고.-견인차 도착함, 사고조치중, 뒤로 정체. 교통사고",128.480762,35.875007,사고
2025-04-01,07:41:03,08:11:03,<사고> 중부내륙고속도로지선 달성IC 달성1터널 기점방향  고장,128.476,35.7637,사고
2025-04-01,07:29:00,07:59:00,"<사고> 성서공단로 남대구IC입구 장동854 3,4차로 남대구나들목에서 성서공단방향 남대구나들목 합류 지점 3,4차로 승용차, 화물차 사고. 교통사고",128.525309,35.837074,사고
2025-04-02,18:33:00,19:03:00,<공사> 일반국도4호선 연암네거리 국화원장례식장 1차로 주의운전 도로공사,128.600166,35.902174,공사
2025-04-02,15:59:00,16:29:00,<공사> 동덕로 에르모사노비아 청운맨션 2차로 주의운전 유지보수,128.60442,35.859587,공사
2025-04-02,15:49:00,16:19:00,<공사> 태평로 동도교회 삼성전자 1차로 주의운전 유지보수,128.607942,35.872868,공사
2025-04-02,15:33:00,16:03:00,<공사> 혁신대로 동구신서동1179 신서동1171 3차로 주의운전 노변 유지보수,128.734375,35.875628,공사
2025-04-02,15:12:00,15:42:00,<공사> 호국로 국화원장례식장 IBK기업은행대구유통단 1차로 주의운전 도로공사,128.603304,35.903914,공사
2025-04-02,15:09:00,15:39:00,<공사> 아양로 큰고개오거리 동신암교회 1차로 주의운전 가로수 벌목,128.628481,35.885761,공사
2025-04-02,14:44:00,16:00:00,"<공사> 달구벌대로 대구은행네거리 범어네거리 4,5차로 주의운전 가로수 벌목",128.615866,35.859674,공사
2025-04-02,14:13:00,14:43:00,<공사> 달서대로 대구축산농협육가공공 대천동75817 5차로 주의운전 노변 유지보수,128.504017,35.816382,공사
2025-04-02,13:39:00,14:09:00,<공사> 당산로 세브란스유니폼 평현치안센터 1차로 주의운전 가로수 벌목,128.547025,35.876666,공사
2025-04-02,13:36:00,14:06:00,<공사> 당산로 중리네거리 평현치안센터 1차로 주의운전 도로공사,128.546701,35.870895,공사
2025-04-02,13:23:21,13:53:21,<공사> 새만금포항고속도로 도평터널 백안터널 종점방향 2차로 작업,128.7164,35.9524,공사
2025-04-02,12:43:00,13:13:00,<공사> 안심중앙길 율하역4번출구 백우사 3차로 주의운전 유지보수,128.694787,35.869632,공사
2025-04-02,12:37:00,13:07:00,<공사> 안심큰길 반야월역 대구은행안심지점 1차로 주의운전 유지보수,128.708556,35.870091,공사
2025-04-02,11:11:00,11:41:00,<공사> 안심큰길 대구은행안심지점 반야월역 1차로 주의운전 가로수 벌목,128.708698,35.870737,공사
2025-04-02,11:00:00,13:30:00,<공사> 희망로 이천네거리 희망교 2차로 주의운전 가로수 벌목,128.599955,35.847848,공사
2025-04-02,10:53:00,11:23:00,<공사> 국채보상로 서대구전화국앞교차로 서도지구대 1차로 주의운전 도로공사,128.560645,35.871583,공사
2025-04-02,10:50:00,11:20:00,<공사> 국채보상로 서부경찰서앞교차로 서도지구대 1차로 주의운전 도로공사,128.5591,35.87113,공사
2025-04-02,10:37:00,11:07:00,<공사> 신서로 MJ메티컬타워 신서동831 1차로 주의운전 고가 시설 작업,128.72406,35.872333,공사
2025-04-02,10:35:00,11:05:00,<공사> 신서로 신서지하차도 신서동831 1차로 주의운전 도로도색,128.723948,35.874666,공사
2025-04-02,10:34:00,11:04:00,<공사> 신천동로 경북대학교서문앞교차 체육관삼거리 3차로 도로보수공사 도로공사,128.600696,35.889856,공사
2025-04-02,10:21:00,12:00:00,<공사> 구암로 구암동839 구암네거리 4차로 주의운전 도로도색,128.561848,35.931472,공사
2025-04-02,10:06:00,10:36:00,<공사> 복현로 복현동2351 복현네거리 3차로 도로보수공사 도로공사,128.622765,35.89308,공사
2025-04-02,09:37:38,10:07:38,<공사> 중부내륙고속도로지선 화원옥포IC 화원IC서측 기점방향 1차로 작업,128.4754,35.7999,공사
2025-04-02,08:29:13,08:59:13,<공사> 경부고속도로 도동JC 금호2교남측 종점방향 4차로 작업,128.6429,35.9168,공사
2025-04-02,08:13:07,08:43:07,<공사> 새만금포항고속도로 동구경산시 와촌터널 기점방향 2차로 작업,128.7576,35.9542,공사
2025-04-02,07:46:00,08:16:00,<공사> 비슬로 천내리56 해성빌라 1차로 주의운전 도로공사,128.501639,35.804954,공사
2025-04-02,07:43:00,08:13:00,<공사> 비슬로 천내리56 해성빌라 1차로 주의운전 도로공사,128.501634,35.804961,공사
2025-04-02,18:44:29,19:14:29,<사고> 중부내륙고속도로지선 남대구TG 유천IC북측 기점방향 4차로 사고,128.5196,35.8283,사고
2025-04-02,18:34:00,19:15:00,<사고> 신천동로 엔제리너스대구칠성시 대구동교회 2차로 주의운전 고장 차량,128.60575,35.877199,사고
2025-04-02,17:40:00,18:10:00,"<사고> 상화로 도원동1396295 한국토지주택공사 1,2차로 주의운전 교통사고",128.544507,35.808544,사고
2025-04-02,16:42:00,17:12:00,<사고> 달구벌대로 연호동15410 연호네거리 5차로 주의운전 교통사고,128.675453,35.84498,사고
2025-04-02,13:43:00,14:13:00,<사고> 달구벌대로 내당역네거리 대양빌딩앞 1차로 사고 - <사고최초>내당역1번 출구 앞 가장자리차로 시내버스 사고.-경찰관 사고조사중. 교통사고,128.564053,35.860119,사고
2025-04-02,08:38:00,09:08:00,"<사고> 화랑로 효신네거리 스타벅스대구수성도서 2차로 사고 - <사고중복> 화랑로 효신네거리에서 동구시장삼거리방향 횡단보도 못간 지점 2차로 승용차, 1톤화물차 접촉사고.- 승용차 1차로 약간 걸쳐 있으니 주의바람. 교통사고",128.637052,35.872469,사고
2025-04-02,08:43:00,09:13:00,"<사고> 일반국도5호선 달성군청삼거리 성당네거리 3,4차로 뒤로 지체  교통사고",128.556851,35.836566,사고
2025-04-02,08:21:00,08:51:00,"<사고> 화랑로 효신네거리 스타벅스대구수성도서 2차로 승용차,화물차 관련 교통사고 교통사고",128.636893,35.872426,사고
2025-04-02,08:18:00,08:38:00,"<사고> 화랑로 효신네거리 스타벅스대구수성도서 2차로 사고 - <사고최초> 화랑로 효신네거리에서 동구시장삼거리방향 효신네거리 150m 지난 지점 2차로 승용차, 1톤화물차 추돌사고. 교통사고",128.637913,35.872764,사고
2025-04-02,07:03:57,07:33:57,<사고> 경부고속도로 금호제1교 금호2교북측 기점방향 4차로 사고,128.623,35.917,사고
2025-04-02,06:52:00,07:22:00,<사고> 경부고속도로 금호제1교 금호2교북측 4차로 부산방향 검단졸음쉼터 지나자마자 4차로 승용차 단독사고. 교통사고,128.621008,35.916568,사고
2025-04-03,16:43:00,17:13:00,<공사> 도남중앙로 도남중앙로 19길 도남 LH2단지 어린이공원앞 삼거리 1차로 주의운전 도로공사,128.58796,35.960906,공사
2025-04-03,16:40:00,17:10:00,<공사> 도남중앙로 도남중앙로 진입로 국우동314-4 1차로 주의운전 도로공사,128.582983,35.947861,공사
2025-04-03,15:03:00,15:33:00,<공사> 달구벌대로 만촌동889 만촌네거리 1차로 주의운전 도로공사,128.648024,35.858079,공사
2025-04-03,14:44:00,15:14:00,"<공사> 달구벌대로456길 수성교 대구은행본점네거리 4,5차로 수성교지나서 대구은행본점네거리 가로수 가지치기로 4,5차로 통제되어 주의운전요망 가로수 벌목",128.611379,35.859895,공사
2025-04-03,14:41:00,15:11:00,"<공사> 중부내륙고속지선 성서IC 성서IC 4,5,6차로 주의운전 유지보수",128.52056,35.849874,공사
2025-04-03,14:36:00,15:06:00,<공사> 월곡로 DGB대구은행은하점앞 월성남네거리 1차로 주의운전 도로도색,128.534946,35.821519,공사
2025-04-03,14:36:00,15:06:00,"<공사> 태평로 삼성전자 동도교회 2,3차로 주의운전 하수도/배수로 작업",128.608107,35.872829,공사
2025-04-03,14:31:00,15:01:00,<공사> 신천대로 신천교지하차도 중구북구 3차로 주의운전 고가 시설 작업,128.61346,35.868464,공사
2025-04-03,13:53:00,14:23:00,<공사> 일반국도30호선 성서네거리 성서경찰서교차로 4차로 주의운전 유지보수,128.508241,35.851305,공사
2025-04-03,13:42:07,14:12:07,<공사> 중부내륙고속도로지선 현풍휴게소북측 달성2터널남측 종점방향  작업,128.4485,35.7165,공사
2025-04-03,13:38:00,14:08:00,<공사> 동북로 산격동1485 산격중학교앞교차로 3차로 주의운전 도로공사,128.609464,35.900129,공사
2025-04-03,13:39:00,14:09:00,<공사> 구암로 칠곡관천초등 칠곡네거리 진행방향 3차로 주의운전 고가 시설 작업,128.550414,35.932499,공사
2025-04-03,13:38:00,14:08:00,<공사> 대곶남로 신서동831 각산동2269 1차로 주의운전 도로도색,128.722663,35.874596,공사
2025-04-03,13:33:33,14:03:33,<공사> 중부내륙고속도로 달성군창녕군 현풍JC 종점방향 1차로 작업,128.4313,35.6813,공사
2025-04-03,13:22:19,13:52:19,<공사> 새만금포항고속도로 도평터널 백안터널 종점방향 1차로 작업,128.7143,35.9519,공사
2025-04-03,12:32:00,23:59:00,<공사> 호국로 국화원장례식장 IBK기업은행대구유통단 양방향 1차로 도로보수관련 공사중 입니다. 도로공사,128.603894,35.903428,공사
2025-04-03,12:07:47,12:37:47,<공사> 중부내륙고속도로지선 옥포JC 옥포JC 기점방향  작업,128.4651,35.789,공사
2025-04-03,12:10:00,12:40:00,<공사> 두류타워길 두류공원앞 아리랑호텔 1차로 주의운전 신호기 고장,128.559813,35.855159,공사
2025-04-03,11:26:00,16:00:00,<공사> 아양로 우리은행신암동지점 파티마삼거리 3차로 주의운전 지하 시설 작업,128.616263,35.881652,공사
2025-04-03,11:16:00,11:46:00,<공사> 달구벌대로 만촌네거리 만촌동889 1차로 주의운전 도로공사,128.646465,35.858749,공사
2025-04-03,11:11:00,11:41:00,<공사> 범안로 연호고가차도 연호네거리 1차로 주의운전 도로공사,128.672652,35.845706,공사
2025-04-03,10:55:00,11:25:00,<공사> 테크노폴리스로 김흥1터널남측 김흥교차로 1차로 주의운전 도로공사,128.491398,35.750257,공사
2025-04-03,10:55:00,17:00:00,<공사> 이천로 효봉네거리 봉덕네거리 1차로 주의운전 고가 시설 작업,128.597954,35.841151,공사
2025-04-03,10:42:00,11:10:00,<공사> 신촌길 영무예다음아파트 효성타운 1차로 주의운전 가로등 작업,128.604386,35.838646,공사
2025-04-03,10:21:00,10:51:00,<공사> 공단3길 본리리1240 달성산업단지건너 1차로 주의운전 도로공사,128.473657,35.729848,공사
2025-04-03,10:21:00,17:51:00,<공사> 일반국도25호선 만촌네거리 만촌2동행정복지센터 1차로 주의운전 도로공사,128.646378,35.859129,공사
2025-04-03,10:05:00,12:00:00,<공사> 대현로 대한응급구조사협회 공고네거리 4차로 주의운전 유지보수,128.61395,35.881242,공사
2025-04-03,09:59:00,10:29:00,<공사> 삼정2길 봉덕네거리 캠프워커정문 1차로 주의운전 유지보수,128.597619,35.840574,공사
2025-04-03,09:57:00,11:00:00,<공사> 삼정2길 봉덕동66611 봉덕네거리 1차로 주의운전 가로등 작업,128.59747,35.840511,공사
2025-04-03,09:54:00,12:00:00,<공사> 효목로 효신네거리 경북수협네거리 3차로 주의운전 고가 시설 작업,128.632611,35.876879,공사
2025-04-03,09:53:00,10:23:00,<공사> 비슬로 해성빌라 화원읍행정복지센터 1차로 주의운전 도로공사,128.500278,35.804412,공사
2025-04-03,09:32:00,10:02:00,<공사> 월곡로 상인동15141 상인고가차도 1차로 주의운전 노변 유지보수,128.53981,35.816599,공사
2025-04-03,09:08:00,09:38:00,<공사> 동대구로 범어동834 범어동834 1차로 주의운전 유지보수,128.627016,35.862476,공사
2025-04-03,08:58:23,09:28:23,<공사> 새만금포항고속도로 와촌터널 백안터널 기점방향 1차로 작업,128.7544,35.9549,공사
2025-04-03,08:01:00,08:31:00,<공사> 비슬로 천내리56 해성빌라 1차로 주의운전 도로공사,128.501464,35.804836,공사
2025-04-03,07:57:41,08:27:41,<공사> 중부내륙고속도로 현풍JC 달성군창녕군 기점방향  작업,128.4356,35.6719,공사
2025-04-03,07:58:08,08:28:08,<공사> 중부내륙고속도로지선 현풍JC 현풍IC 종점방향  작업,128.4347,35.6749,공사
2025-04-03,22:51:16,23:21:16,<사고> 중부내륙고속도로 현풍JC 달성군창녕군 기점방향  고장,128.442,35.6571,사고
2025-04-03,17:39:41,18:09:41,<사고> 경부고속도로 북대구IC 조야교 종점방향  고장,128.5842,35.9098,사고
2025-04-03,15:33:22,16:03:22,<사고> 광주대구고속도로 옥포JC 88낙동강교 기점방향 4차로 장애물,128.4388,35.7755,사고
2025-04-03,14:29:54,14:59:54,<사고> 중부내륙고속도로지선 현풍휴게소남측 현풍휴게소북측 종점방향  고장,128.437,35.7036,사고
2025-04-03,14:12:02,14:42:02,<사고> 중부내륙고속도로 중부내륙낙동대교 달성군고령군 종점방향  고장,128.4132,35.7082,사고
2025-04-03,14:07:57,14:37:57,<사고> 중부내륙고속도로지선 현풍휴게소북측 달성2터널남측 종점방향  고장,128.4737,35.7287,사고
2025-04-03,14:06:56,14:36:56,<사고> 중부내륙고속도로지선 현풍휴게소북측 달성2터널남측 종점방향  고장,128.4737,35.7287,사고
2025-04-03,13:33:00,14:13:00,"<사고> 동촌로 입석네거리 동촌네거리 1,2차로 동촌네거리 직전 노비아갈라웨딩 앞 1,2차로 걸쳐 1톤 화물차, 승용차 추돌사고., 교통사고",128.65144,35.887547,사고
2025-04-03,12:49:29,13:19:29,<사고> 경부고속도로 금호JC 금호JC 기점방향  고장,128.5339,35.8938,사고
2025-04-03,11:14:00,11:44:00,<사고> 현충로 삼각지네거리 계명네거리 1차로 계명네거리 교차로 내 교통사고 교통사고,128.583011,35.856239,사고
2025-04-03,10:57:00,11:27:00,<사고> 신천동로 SOil산격셀프 서주우유중부대리점 1차로 화물차 관련 교통사고 교통사고,128.594935,35.891649,사고
2025-04-03,10:05:25,10:35:25,<사고> 경부고속도로 달성군칠곡군 달성군칠곡군 종점방향  고장,128.4658,35.9359,사고
2025-04-03,09:28:01,09:58:01,<사고> 중부내륙고속도로지선 옥포JC 옥포JC 기점방향  고장,128.4651,35.789,사고
2025-04-03,08:04:00,08:34:00,<사고> 검단로 검단동838125 검단네거리 2차로  성광중고등학교에서 검단네거리방향 유성아파트 앞 2차로 승용차 추돌사고. -경찰관 사고 처리중. 교통사고,128.620489,35.907264,사고
2025-04-03,06:41:11,07:11:11,<사고> 경부고속도로 달성군칠곡군 달성군칠곡군 기점방향 1차로 장애물,128.4658,35.9359,사고
2025-04-04,15:18:00,15:48:00,<공사> 동대구로 어린이회관삼거리 범어동690 1차로 주의운전 유지보수,128.62529,35.850467,공사
2025-04-04,15:05:00,15:35:00,<공사> 일반국도25호선 만촌네거리 만촌2동행정복지센터 1차로 주의운전 도로공사,128.646633,35.859536,공사
2025-04-04,15:00:00,15:30:00,"<공사> 청호로 만촌동10253 만촌네거리 4,5차로 주의운전 지하 시설 작업",128.645934,35.858523,공사
2025-04-04,14:23:00,18:53:00,<공사> 대덕로 테라세미콘 봉덕네거리 1차로 주의운전 도로공사,128.599069,35.840885,공사
2025-04-04,13:08:00,17:38:00,<공사> 범안로 로마조경 호심상회 1차로 주의운전 유지보수,128.674288,35.847931,공사
2025-04-04,12:52:00,13:22:00,"<공사> 달구벌대로 남부빌딩 만촌네거리 5,6차로 주의운전 지하 시설 작업",128.645479,35.858819,공사
2025-04-04,12:44:00,17:14:00,<공사> 대명로 영대병원네거리 캠프워크교차로 1차로 주의운전 재포장,128.583664,35.842583,공사
2025-04-04,11:07:00,11:37:00,<공사> 상화로 월곡네거리 상화네거리 1차로 주의운전 지하 시설 작업,128.546327,35.808181,공사
2025-04-04,11:01:00,17:31:00,<공사> 이천로 켐프헨리사거리 이천동6951 1차로 주의운전 신호기 고장,128.598563,35.852878,공사
2025-04-04,10:55:00,11:25:00,<공사> 월곡로 월성남네거리 월성네거리 1차로 주의운전 유지보수,128.531225,35.824752,공사
2025-04-04,10:53:00,11:23:00,<공사> 월곡로 월성네거리 월성남네거리 1차로 주의운전 유지보수,128.531275,35.824575,공사
2025-04-04,10:50:00,18:20:00,<공사> 이천로 이천동6951 켐프헨리사거리 1차로 주의운전 노변 유지보수,128.598507,35.852868,공사
2025-04-04,10:22:00,17:52:00,<공사> 대명역길 대명역네거리 성명네거리 1차로 주의운전 유지보수,128.564553,35.838473,공사
2025-04-04,10:16:00,10:46:00,<공사> 구마로 본리네거리 견인관리소 1차로 주의운전 하수도/배수로 작업,128.539288,35.837136,공사
2025-04-04,10:16:00,10:46:00,<공사> 조암로 조암네거리 대륜정비북편 1차로 주의운전 유지보수,128.521471,35.822974,공사
2025-04-04,10:13:00,10:43:00,<공사> 장기로 감삼동3604 두류시장네거리 3차로 주의운전 고가 시설 작업,128.542284,35.843488,공사
2025-04-04,10:04:00,17:34:00,<공사> 중앙대로 대구교대앞교차로 핸즈커피교대점 1차로 주의운전 유지보수,128.59068,35.85311,공사
2025-04-04,09:57:00,10:27:00,<공사> 달구벌대로 죽전동3382 용산네거리 5차로 주의운전 도로공사,128.531766,35.849713,공사
2025-04-04,09:45:00,17:00:00,<공사> 월암로 대천동1016 조암네거리 3차로 주의운전 하수도/배수로 작업,128.515694,35.823223,공사
2025-04-04,08:07:09,08:37:09,<공사> 경부고속도로 북대구IC 금호1교서측 기점방향 4차로 작업,128.5907,35.9111,공사
2025-04-04,07:54:00,08:24:00,<공사> 달구벌대로 수성구청 범어동835 5차로 주의운전 고가 시설 작업,128.632922,35.858806,공사
2025-04-04,19:46:00,20:16:00,<사고> 달구벌대로 계산오거리 반월당네거리 1차로 주의운전 교통사고,128.590914,35.865862,사고
2025-04-04,17:42:56,18:12:56,<사고> 광주대구고속도로 옥포JC 88낙동강교 기점방향  고장,128.4379,35.775,사고
2025-04-04,17:41:56,18:11:56,<사고> 중부내륙고속도로지선 옥포JC 달성IC 기점방향  고장,128.469,35.7825,사고
2025-04-04,17:24:10,17:54:10,<사고> 경부고속도로 대림육교 율암1교 종점방향 2차로 사고,128.7041,35.8797,사고
2025-04-04,17:23:00,17:59:00,<사고> 신천대로 침산교지하차도 침산교 1차로 주의운전 교통사고,128.589627,35.902995,사고
2025-04-04,16:44:41,17:14:41,<사고> 중부내륙고속도로지선 남대구TG 남대구IC 종점방향 1차로 사고,128.5266,35.8353,사고
2025-04-04,15:49:00,17:00:00,"<사고> 범안로 삼덕요금소 관계삼거리 1,2차로 주의운전 교통사고",128.661,35.824497,사고
2025-04-04,15:24:00,15:54:00,<사고> 앞산순환로 효명네거리 앞산지하도 2차로 주의운전 교통사고,128.599571,35.833347,사고
2025-04-04,15:07:06,15:37:06,<사고> 경부고속도로 금호제1교 금호2교북측 기점방향  고장,128.623,35.917,사고
2025-04-04,14:28:38,14:58:38,<사고> 중부내륙고속도로지선 성서IC 성서IC 기점방향 3차로 장애물,128.5219,35.85,사고
2025-04-04,13:50:00,14:20:00,<사고> 신천대로 성북지하차도 도청지하차도 1차로 주의운전 교통사고,128.594941,35.890036,사고
2025-04-04,13:32:00,14:02:00,<사고> 테크노순환로 쌍계지하차도북측 쌍계지하차도남측 3차로 트럭 화물차 화재.  화재,128.469064,35.69867,사고
2025-04-04,12:36:14,13:06:14,<사고> 경부고속도로 금호1교서측 북대구IC 종점방향  고장,128.5875,35.9104,사고
2025-04-04,09:25:00,09:55:00,<사고> 칠곡중앙대로 팔달고가차도 대구병원장례식장 2차로 주의운전 교통사고,128.548499,35.909536,사고
2025-04-04,08:28:54,08:58:54,<사고> 광주대구고속도로 옥포JC 88낙동강교 기점방향 3차로 장애물,128.4254,35.768,사고
2025-04-04,07:11:00,07:41:00,"<사고> 중부내륙고속도로지선 서대구TG 금호JC 3차로 사고 - <사고최초>중부내륙지선 금호갈림목방향 서대구요금소 지난 지점 3차로 대형화물차, 승용차 사고. 교통사고",128.526122,35.886389,사고
2025-04-05,15:53:00,16:23:00,<공사> 구마로 성당네거리 동본리네거리 1차로 주의운전 지하 시설 작업,128.556104,35.837309,공사
2025-04-05,14:57:00,15:27:00,<공사> 달서대로 유천초등학교 유천교네거리 1차로 주의운전 지하 시설 작업,128.514479,35.811333,공사
2025-04-05,14:44:00,15:14:00,<공사> 상화로 월곡네거리 도원동 LH삼거리 1차로 주의운전 지하 시설 작업,128.546159,35.808163,공사
2025-04-05,14:40:00,15:10:00,<공사> 상화로 비둘기아파트 은행아파트앞교차로 1차로 주의운전 지하 시설 작업,128.553438,35.80868,공사
2025-04-05,14:12:00,14:42:00,<공사> 명륜로 한국외식업중앙회대구 남문시장 1차로 주의운전 도로공사,128.59158,35.860767,공사
2025-04-05,11:57:00,12:27:00,<공사> 비슬로 해성빌라 화원읍행정복지센터 1차로 주의운전 방책 유지보수,128.500311,35.804429,공사
2025-04-05,11:05:00,11:35:00,<공사> 동내로 신서동1143 한국감정원 1차로 주의운전 도로공사,128.728338,35.881016,공사
2025-04-05,10:48:00,15:00:00,<공사> 동대구로 범어네거리 범어동834 5차로 주의운전 지하 시설 작업,128.626811,35.8606,공사
2025-04-05,10:21:00,10:51:00,<공사> 국채보상로 서대구전화국앞교차로 서도지구대 4차로 주의운전 유지보수,128.560398,35.87144,공사
2025-04-05,10:13:00,10:43:00,<공사> 청수로 노인종합복지관입구교 황금네거리 5차로 주의운전 유지보수,128.624422,35.840078,공사
2025-04-05,09:58:00,10:28:00,<공사> 일반국도5호선 월배농협송현역지점 월촌역앞교차로 1차로 주의운전 도로도색,128.548477,35.827222,공사
2025-04-05,09:20:00,09:50:00,<공사> 국채보상로 중앙네거리 앰버서더호텔앞 1차로 주의운전 노변 유지보수,128.596337,35.870647,공사
2025-04-05,09:15:00,09:45:00,<공사> 대덕로 봉덕네거리 중동교 1차로 주의운전 도로공사,128.600358,35.840807,공사
2025-04-05,09:09:00,09:39:00,<공사> 침산로 침산네거리 정관장침산점 3차로 인도보수공사 유지보수,128.591566,35.887855,공사
2025-04-05,12:46:38,13:16:38,<사고> 경부고속도로 대림육교 율암1교 종점방향  고장,128.7342,35.8749,사고
2025-04-05,10:26:46,10:56:46,<사고> 경부고속도로 외천교 조야교 기점방향  고장,128.5692,35.9068,사고
2025-04-05,09:50:23,10:20:23,<사고> 광주대구고속도로 88낙동강교 옥포JC 종점방향  고장,128.4095,35.768,사고
2025-04-05,09:39:26,10:09:26,<사고>    기점방향 4차로 장애물,128.6953,35.8852,사고
2025-04-05,08:26:19,08:56:19,<사고> 중부내륙고속도로지선 유천IC북측 유천IC남측 기점방향 4차로 장애물,128.5045,35.8136,사고
2025-04-05,07:53:00,08:23:00,"<사고> 일반국도4호선 백사벌네거리 노원네거리 1,2,3,4차로 주의운전 교통사고",128.581592,35.900149,사고
